"CAGDP2 Gross domestic product (GDP) by county and metropolitan area 1/"
"Gross Domestic Product (GDP): All industry total (Thousands of dollars)" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"38540","Pocatello, ID (Metropolitan Statistical Area)",3489082
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)",34442672
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",168380262
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)",18657514
"39100","Poughkeepsie-Newburgh-Middletown, NY (Metropolitan Statistical Area)",35438566
"39150","Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",7804778
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)",87849701
"39340","Provo-Orem, UT (Metropolitan Statistical Area)",31872768
"39380","Pueblo, CO (Metropolitan Statistical Area)",6493531
"39460","Punta Gorda, FL (Metropolitan Statistical Area)",6072767
"39540","Racine, WI (Metropolitan Statistical Area)",8440613
"39580","Raleigh-Cary, NC (Metropolitan Statistical Area)",95324468
"39660","Rapid City, SD (Metropolitan Statistical Area)",6859319
"39740","Reading, PA (Metropolitan Statistical Area)",20417217
"39820","Redding, CA (Metropolitan Statistical Area)",8698893
"39900","Reno, NV (Metropolitan Statistical Area)",31772424
"40060","Richmond, VA (Metropolitan Statistical Area) *",90519855
"40140","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",190300489
"40220","Roanoke, VA (Metropolitan Statistical Area) *",16596290
"40340","Rochester, MN (Metropolitan Statistical Area)",14190352
"40380","Rochester, NY (Metropolitan Statistical Area)",64369068
"40420","Rockford, IL (Metropolitan Statistical Area)",15686898
"40580","Rocky Mount, NC (Metropolitan Statistical Area)",6631218
"40660","Rome, GA (Metropolitan Statistical Area)",4094372
"40900","Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",145411908
"40980","Saginaw, MI (Metropolitan Statistical Area)",8498872
"41060","St. Cloud, MN (Metropolitan Statistical Area)",11042489
"41100","St. George, UT (Metropolitan Statistical Area)",7295477
"41140","St. Joseph, MO-KS (Metropolitan Statistical Area)",6308754
"41180","St. Louis, MO-IL (Metropolitan Statistical Area)",171493444
"41420","Salem, OR (Metropolitan Statistical Area)",19246017
"41500","Salinas, CA (Metropolitan Statistical Area)",27120792
"41540","Salisbury, MD-DE (Metropolitan Statistical Area)",22603911
"41620","Salt Lake City, UT (Metropolitan Statistical Area)",103913007
"41660","San Angelo, TX (Metropolitan Statistical Area)",6867459
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",132116439
"41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",240411072
"41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",588335543
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",360511397
"42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",18010542
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",15844973
"42140","Santa Fe, NM (Metropolitan Statistical Area)",6873908
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",29697904
"42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",31247324
"42340","Savannah, GA (Metropolitan Statistical Area)",21972301
"42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",27401877
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",426939963
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",7020432
"42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)",2705451
"43100","Sheboygan, WI (Metropolitan Statistical Area)",7231951
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)",5354786
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)",19320925
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",5224460
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)",8891121
"43620","Sioux Falls, SD (Metropolitan Statistical Area)",23357987
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",15502941
"43900","Spartanburg, SC (Metropolitan Statistical Area)",16458704
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",28511612
"44100","Springfield, IL (Metropolitan Statistical Area)",11662292
"44140","Springfield, MA (Metropolitan Statistical Area)",34312400
"44180","Springfield, MO (Metropolitan Statistical Area)",21523039
"44220","Springfield, OH (Metropolitan Statistical Area)",4665667
"44300","State College, PA (Metropolitan Statistical Area)",9089210
"44420","Staunton, VA (Metropolitan Statistical Area) *",5409818
"44700","Stockton, CA (Metropolitan Statistical Area)",32517528
"44940","Sumter, SC (Metropolitan Statistical Area)",5052221
"45060","Syracuse, NY (Metropolitan Statistical Area)",41851253
"45220","Tallahassee, FL (Metropolitan Statistical Area)",18333468
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",169269540
"45460","Terre Haute, IN (Metropolitan Statistical Area)",7727772
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)",5637885
"45540","The Villages, FL (Metropolitan Statistical Area)",4663965
"45780","Toledo, OH (Metropolitan Statistical Area)",36675414
"45820","Topeka, KS (Metropolitan Statistical Area)",12409735
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)",38268966
"46060","Tucson, AZ (Metropolitan Statistical Area)",45170394
"46140","Tulsa, OK (Metropolitan Statistical Area)",53693414
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)",11570954
"46300","Twin Falls, ID (Metropolitan Statistical Area)",4982759
"46340","Tyler, TX (Metropolitan Statistical Area)",11666322
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)",62123839
"46540","Utica-Rome, NY (Metropolitan Statistical Area)",13433882
"46660","Valdosta, GA (Metropolitan Statistical Area)",6009490
"46700","Vallejo, CA (Metropolitan Statistical Area)",27618325
"47020","Victoria, TX (Metropolitan Statistical Area)",4460486
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",6703553
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *",96337221
"47300","Visalia, CA (Metropolitan Statistical Area)",18980160
"47380","Waco, TX (Metropolitan Statistical Area)",13864365
"47460","Walla Walla, WA (Metropolitan Statistical Area)",3433648
"47580","Warner Robins, GA (Metropolitan Statistical Area)",8398737
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *",561027941
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",9770738
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)",6538675
"48140","Wausau-Weston, WI (Metropolitan Statistical Area)",10262362
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",5370775
"48300","Wenatchee, WA (Metropolitan Statistical Area)",6709091
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)",8989904
"48620","Wichita, KS (Metropolitan Statistical Area)",36321604
"48660","Wichita Falls, TX (Metropolitan Statistical Area)",6432554
"48700","Williamsport, PA (Metropolitan Statistical Area)",5764038
"48900","Wilmington, NC (Metropolitan Statistical Area)",15951810
"49020","Winchester, VA-WV (Metropolitan Statistical Area) *",7605319
"49180","Winston-Salem, NC (Metropolitan Statistical Area)",34012531
"49340","Worcester, MA-CT (Metropolitan Statistical Area)",50892934
